demandScen,region,sector,year,factor
SSP2EU_demRedStrong,FRA,trn_freight,2050,0.82
SSP2EU_demRedStrong,IND,trn_freight,2050,0.82
SSP2EU_demRedStrong,JPN,trn_freight,2050,0.82
SSP2EU_demRedStrong,LAM,trn_freight,2050,0.82
SSP2EU_demRedStrong,MEA,trn_freight,2050,0.82
SSP2EU_demRedStrong,NEN,trn_freight,2050,0.82
SSP2EU_demRedStrong,NES,trn_freight,2050,0.82
SSP2EU_demRedStrong,OAS,trn_freight,2050,0.82
SSP2EU_demRedStrong,REF,trn_freight,2050,0.82
SSP2EU_demRedStrong,SSA,trn_freight,2050,0.82
SSP2EU_demRedStrong,UKI,trn_freight,2050,0.82
SSP2EU_demRedStrong,USA,trn_freight,2050,0.82
SSP2EU_demRedStrong,CAZ,trn_pass,2050,0.92
SSP2EU_demRedStrong,CHA,trn_pass,2050,0.92
SSP2EU_demRedStrong,DEU,trn_pass,2050,0.92
SSP2EU_demRedStrong,ECE,trn_pass,2050,0.92
SSP2EU_demRedStrong,ECS,trn_pass,2050,0.92
SSP2EU_demRedStrong,ENC,trn_pass,2050,0.92
SSP2EU_demRedStrong,ESC,trn_pass,2050,0.92
SSP2EU_demRedStrong,ESW,trn_pass,2050,0.92
SSP2EU_demRedStrong,EWN,trn_pass,2050,0.92
SSP2EU_demRedStrong,FRA,trn_pass,2050,0.92
SSP2EU_demRedStrong,IND,trn_pass,2050,0.92
SSP2EU_demRedStrong,JPN,trn_pass,2050,0.92
SSP2EU_demRedStrong,LAM,trn_pass,2050,0.92
SSP2EU_demRedStrong,MEA,trn_pass,2050,0.92
SSP2EU_demRedStrong,NEN,trn_pass,2050,0.92
SSP2EU_demRedStrong,NES,trn_pass,2050,0.92
SSP2EU_demRedStrong,OAS,trn_pass,2050,0.92
SSP2EU_demRedStrong,REF,trn_pass,2050,0.92
SSP2EU_demRedStrong,SSA,trn_pass,2050,0.92
SSP2EU_demRedStrong,UKI,trn_pass,2050,0.92
SSP2EU_demRedStrong,USA,trn_pass,2050,0.92
SSP2EU_demRedWeak,CAZ,trn_aviation_intl,2050,0.85
SSP2EU_demRedWeak,CHA,trn_aviation_intl,2050,0.85
SSP2EU_demRedWeak,DEU,trn_aviation_intl,2050,0.85
SSP2EU_demRedWeak,ECE,trn_aviation_intl,2050,0.85
SSP2EU_demRedWeak,ECS,trn_aviation_intl,2050,0.85
SSP2EU_demRedWeak,ENC,trn_aviation_intl,2050,0.85
SSP2EU_demRedWeak,ESC,trn_aviation_intl,2050,0.85
SSP2EU_demRedWeak,ESW,trn_aviation_intl,2050,0.85
SSP2EU_demRedWeak,EWN,trn_aviation_intl,2050,0.85
SSP2EU_demRedWeak,FRA,trn_aviation_intl,2050,0.85
SSP2EU_demRedWeak,IND,trn_aviation_intl,2050,0.85
SSP2EU_demRedWeak,JPN,trn_aviation_intl,2050,0.85
SSP2EU_demRedWeak,LAM,trn_aviation_intl,2050,0.85
SSP2EU_demRedWeak,MEA,trn_aviation_intl,2050,0.85
SSP2EU_demRedWeak,NEN,trn_aviation_intl,2050,0.85
SSP2EU_demRedWeak,NES,trn_aviation_intl,2050,0.85
SSP2EU_demRedWeak,OAS,trn_aviation_intl,2050,0.85
SSP2EU_demRedWeak,REF,trn_aviation_intl,2050,0.85
SSP2EU_demRedWeak,SSA,trn_aviation_intl,2050,0.85
SSP2EU_demRedWeak,UKI,trn_aviation_intl,2050,0.85
SSP2EU_demRedWeak,USA,trn_aviation_intl,2050,0.85
SSP2EU_demRedWeak,CAZ,trn_shipping_intl,2050,0.95
SSP2EU_demRedWeak,CHA,trn_shipping_intl,2050,0.95
SSP2EU_demRedWeak,DEU,trn_shipping_intl,2050,0.95
SSP2EU_demRedWeak,ECE,trn_shipping_intl,2050,0.95
SSP2EU_demRedWeak,ECS,trn_shipping_intl,2050,0.95
SSP2EU_demRedWeak,ENC,trn_shipping_intl,2050,0.95
SSP2EU_demRedWeak,ESC,trn_shipping_intl,2050,0.95
SSP2EU_demRedWeak,ESW,trn_shipping_intl,2050,0.95
SSP2EU_demRedWeak,EWN,trn_shipping_intl,2050,0.95
SSP2EU_demRedWeak,FRA,trn_shipping_intl,2050,0.95
SSP2EU_demRedWeak,IND,trn_shipping_intl,2050,0.95
SSP2EU_demRedWeak,JPN,trn_shipping_intl,2050,0.95
SSP2EU_demRedWeak,LAM,trn_shipping_intl,2050,0.95
SSP2EU_demRedWeak,MEA,trn_shipping_intl,2050,0.95
SSP2EU_demRedWeak,NEN,trn_shipping_intl,2050,0.95
SSP2EU_demRedWeak,NES,trn_shipping_intl,2050,0.95
SSP2EU_demRedWeak,OAS,trn_shipping_intl,2050,0.95
SSP2EU_demRedWeak,REF,trn_shipping_intl,2050,0.95
SSP2EU_demRedWeak,SSA,trn_shipping_intl,2050,0.95
SSP2EU_demRedWeak,UKI,trn_shipping_intl,2050,0.95
SSP2EU_demRedWeak,USA,trn_shipping_intl,2050,0.95
SSP2EU_demRedWeak,CAZ,trn_freight,2050,0.89
SSP2EU_demRedWeak,CHA,trn_freight,2050,0.89
SSP2EU_demRedWeak,DEU,trn_freight,2050,0.9
SSP2EU_demRedWeak,ECE,trn_freight,2050,0.9
SSP2EU_demRedWeak,ECS,trn_freight,2050,0.9
SSP2EU_demRedWeak,ENC,trn_freight,2050,0.9
SSP2EU_demRedWeak,ESC,trn_freight,2050,0.9
SSP2EU_demRedWeak,ESW,trn_freight,2050,0.9
SSP2EU_demRedWeak,EWN,trn_freight,2050,0.9
SSP2EU_demRedWeak,FRA,trn_freight,2050,0.9
SSP2EU_demRedWeak,IND,trn_freight,2050,0.9
SSP2EU_demRedWeak,JPN,trn_freight,2050,0.9
SSP2EU_demRedWeak,LAM,trn_freight,2050,0.9
SSP2EU_demRedWeak,MEA,trn_freight,2050,0.9
SSP2EU_demRedWeak,NEN,trn_freight,2050,0.9
SSP2EU_demRedWeak,NES,trn_freight,2050,0.9
SSP2EU_demRedWeak,OAS,trn_freight,2050,0.9
SSP2EU_demRedWeak,REF,trn_freight,2050,0.9
SSP2EU_demRedWeak,SSA,trn_freight,2050,0.9
SSP2EU_demRedWeak,UKI,trn_freight,2050,0.9
SSP2EU_demRedWeak,USA,trn_freight,2050,0.9
SSP2EU_demRedWeak,CAZ,trn_pass,2050,0.95
SSP2EU_demRedWeak,CHA,trn_pass,2050,0.95
SSP2EU_demRedWeak,DEU,trn_pass,2050,0.95
SSP2EU_demRedWeak,ECE,trn_pass,2050,0.95
SSP2EU_demRedWeak,ECS,trn_pass,2050,0.95
SSP2EU_demRedWeak,ENC,trn_pass,2050,0.95
SSP2EU_demRedWeak,ESC,trn_pass,2050,0.95
SSP2EU_demRedWeak,ESW,trn_pass,2050,0.95
SSP2EU_demRedWeak,EWN,trn_pass,2050,0.95
SSP2EU_demRedWeak,FRA,trn_pass,2050,0.95
SSP2EU_demRedWeak,IND,trn_pass,2050,0.95
SSP2EU_demRedWeak,JPN,trn_pass,2050,0.95
SSP2EU_demRedWeak,LAM,trn_pass,2050,0.95
SSP2EU_demRedWeak,MEA,trn_pass,2050,0.95
SSP2EU_demRedWeak,NEN,trn_pass,2050,0.95
SSP2EU_demRedWeak,NES,trn_pass,2050,0.95
SSP2EU_demRedWeak,OAS,trn_pass,2050,0.95
SSP2EU_demRedWeak,REF,trn_pass,2050,0.95
SSP2EU_demRedWeak,SSA,trn_pass,2050,0.95
SSP2EU_demRedWeak,UKI,trn_pass,2050,0.95
SSP2EU_demRedWeak,USA,trn_pass,2050,0.95
SSP2EU_demRedLow,CAZ,trn_aviation_intl,2050,0.93
SSP2EU_demRedLow,CHA,trn_aviation_intl,2050,0.93
SSP2EU_demRedLow,DEU,trn_aviation_intl,2050,0.93
SSP2EU_demRedLow,ECE,trn_aviation_intl,2050,0.93
SSP2EU_demRedLow,ECS,trn_aviation_intl,2050,0.93
SSP2EU_demRedLow,ENC,trn_aviation_intl,2050,0.93
SSP2EU_demRedLow,ESC,trn_aviation_intl,2050,0.93
SSP2EU_demRedLow,ESW,trn_aviation_intl,2050,0.93
SSP2EU_demRedLow,EWN,trn_aviation_intl,2050,0.93
SSP2EU_demRedLow,FRA,trn_aviation_intl,2050,0.93
SSP2EU_demRedLow,IND,trn_aviation_intl,2050,0.93
SSP2EU_demRedLow,JPN,trn_aviation_intl,2050,0.93
SSP2EU_demRedLow,LAM,trn_aviation_intl,2050,0.93
SSP2EU_demRedLow,MEA,trn_aviation_intl,2050,0.93
SSP2EU_demRedLow,NEN,trn_aviation_intl,2050,0.93
SSP2EU_demRedLow,NES,trn_aviation_intl,2050,0.93
SSP2EU_demRedLow,OAS,trn_aviation_intl,2050,0.93
SSP2EU_demRedLow,REF,trn_aviation_intl,2050,0.93
SSP2EU_demRedLow,SSA,trn_aviation_intl,2050,0.93
SSP2EU_demRedLow,UKI,trn_aviation_intl,2050,0.93
SSP2EU_demRedLow,USA,trn_aviation_intl,2050,0.93
SSP2EU_demRedLow,CAZ,trn_shipping_intl,2050,0.99
SSP2EU_demRedLow,CHA,trn_shipping_intl,2050,0.99
SSP2EU_demRedLow,DEU,trn_shipping_intl,2050,0.99
SSP2EU_demRedLow,ECE,trn_shipping_intl,2050,0.99
SSP2EU_demRedLow,ECS,trn_shipping_intl,2050,0.99
SSP2EU_demRedLow,ENC,trn_shipping_intl,2050,0.99
SSP2EU_demRedLow,ESC,trn_shipping_intl,2050,0.99
SSP2EU_demRedLow,ESW,trn_shipping_intl,2050,0.99
SSP2EU_demRedLow,EWN,trn_shipping_intl,2050,0.99
SSP2EU_demRedLow,FRA,trn_shipping_intl,2050,0.99
SSP2EU_demRedLow,IND,trn_shipping_intl,2050,0.99
SSP2EU_demRedLow,JPN,trn_shipping_intl,2050,0.99
SSP2EU_demRedLow,LAM,trn_shipping_intl,2050,0.99
SSP2EU_demRedLow,MEA,trn_shipping_intl,2050,0.99
SSP2EU_demRedLow,NEN,trn_shipping_intl,2050,0.99
SSP2EU_demRedLow,NES,trn_shipping_intl,2050,0.99
SSP2EU_demRedLow,OAS,trn_shipping_intl,2050,0.99
SSP2EU_demRedLow,REF,trn_shipping_intl,2050,0.99
SSP2EU_demRedLow,SSA,trn_shipping_intl,2050,0.99
SSP2EU_demRedLow,UKI,trn_shipping_intl,2050,0.99
SSP2EU_demRedLow,USA,trn_shipping_intl,2050,0.99
SSP2EU_demRedLow,CAZ,trn_freight,2050,0.92
SSP2EU_demRedLow,CHA,trn_freight,2050,0.92
SSP2EU_demRedLow,DEU,trn_freight,2050,0.92
SSP2EU_demRedLow,ECE,trn_freight,2050,0.92
SSP2EU_demRedLow,ECS,trn_freight,2050,0.92
SSP2EU_demRedLow,ENC,trn_freight,2050,0.92
SSP2EU_demRedLow,ESC,trn_freight,2050,0.92
SSP2EU_demRedLow,ESW,trn_freight,2050,0.92
SSP2EU_demRedLow,EWN,trn_freight,2050,0.92
SSP2EU_demRedLow,FRA,trn_freight,2050,0.92
SSP2EU_demRedLow,IND,trn_freight,2050,0.92
SSP2EU_demRedLow,JPN,trn_freight,2050,0.92
SSP2EU_demRedLow,LAM,trn_freight,2050,0.92
SSP2EU_demRedLow,MEA,trn_freight,2050,0.92
SSP2EU_demRedLow,NEN,trn_freight,2050,0.92
SSP2EU_demRedLow,NES,trn_freight,2050,0.92
SSP2EU_demRedLow,OAS,trn_freight,2050,0.92
SSP2EU_demRedLow,REF,trn_freight,2050,0.92
SSP2EU_demRedLow,SSA,trn_freight,2050,0.92
SSP2EU_demRedLow,UKI,trn_freight,2050,0.92
SSP2EU_demRedLow,USA,trn_freight,2050,0.92
SSP2EU_demRedLow,CAZ,trn_pass,2050,0.98
SSP2EU_demRedLow,CHA,trn_pass,2050,0.98
SSP2EU_demRedLow,DEU,trn_pass,2050,0.98
SSP2EU_demRedLow,ECE,trn_pass,2050,0.98
SSP2EU_demRedLow,ECS,trn_pass,2050,0.98
SSP2EU_demRedLow,ENC,trn_pass,2050,0.98
SSP2EU_demRedLow,ESC,trn_pass,2050,0.98
SSP2EU_demRedLow,ESW,trn_pass,2050,0.98
SSP2EU_demRedLow,EWN,trn_pass,2050,0.98
SSP2EU_demRedLow,FRA,trn_pass,2050,0.98
SSP2EU_demRedLow,IND,trn_pass,2050,0.98
SSP2EU_demRedLow,JPN,trn_pass,2050,0.98
SSP2EU_demRedLow,LAM,trn_pass,2050,0.98
SSP2EU_demRedLow,MEA,trn_pass,2050,0.98
SSP2EU_demRedLow,NEN,trn_pass,2050,0.98
SSP2EU_demRedLow,NES,trn_pass,2050,0.98
SSP2EU_demRedLow,OAS,trn_pass,2050,0.98
SSP2EU_demRedLow,REF,trn_pass,2050,0.98
SSP2EU_demRedLow,SSA,trn_pass,2050,0.98
SSP2EU_demRedLow,UKI,trn_pass,2050,0.98
SSP2EU_demRedLow,USA,trn_pass,2050,0.98
