"","variable","region","period","unit","scenario","value","model"
"5890","FE|Transport|Hydrogen","India",2040,"EJ/yr","historical",0.0016922140694518,"IEA ETP RTS"
"5891","FE|Transport|Hydrogen","Mexico",2040,"EJ/yr","historical",0.000620425419652072,"IEA ETP RTS"
"5892","FE|Transport|Hydrogen","Russia",2040,"EJ/yr","historical",0.000213558906088572,"IEA ETP RTS"
"5893","FE|Transport|Hydrogen","South Africa",2040,"EJ/yr","historical",0.000149912114609759,"IEA ETP RTS"
"5894","FE|Transport|Hydrogen","United States",2040,"EJ/yr","historical",0.0094783175712748,"IEA ETP RTS"
"5895","FE|Transport|Hydrogen","OECD",2045,"EJ/yr","historical",0.0225874805745876,"IEA ETP RTS"
"5896","FE|Transport|Hydrogen","NonOECD",2045,"EJ/yr","historical",0.0249810114168291,"IEA ETP RTS"
"5897","FE|Transport|Hydrogen","ASEAN",2045,"EJ/yr","historical",0.00323289284933161,"IEA ETP RTS"
"5898","FE|Transport|Hydrogen","Brazil",2045,"EJ/yr","historical",0.00112774175706329,"IEA ETP RTS"
"5899","FE|Transport|Hydrogen","China",2045,"EJ/yr","historical",0.0126198808300854,"IEA ETP RTS"
"5900","FE|Transport|Hydrogen","European Union",2045,"EJ/yr","historical",0.00562007881289859,"IEA ETP RTS"
"5901","FE|Transport|Hydrogen","India",2045,"EJ/yr","historical",0.0030581023271524,"IEA ETP RTS"
"5902","FE|Transport|Hydrogen","Mexico",2045,"EJ/yr","historical",0.00101566852402188,"IEA ETP RTS"
"5903","FE|Transport|Hydrogen","Russia",2045,"EJ/yr","historical",0.00033870220201319,"IEA ETP RTS"
"5904","FE|Transport|Hydrogen","South Africa",2045,"EJ/yr","historical",0.000248804683012132,"IEA ETP RTS"
"5905","FE|Transport|Hydrogen","United States",2045,"EJ/yr","historical",0.0120822440238785,"IEA ETP RTS"
"5906","FE|Transport|Hydrogen","OECD",2050,"EJ/yr","historical",0.0297187376567385,"IEA ETP RTS"
"5907","FE|Transport|Hydrogen","NonOECD",2050,"EJ/yr","historical",0.0360248641464597,"IEA ETP RTS"
"5908","FE|Transport|Hydrogen","ASEAN",2050,"EJ/yr","historical",0.00513419622707619,"IEA ETP RTS"
"5909","FE|Transport|Hydrogen","Brazil",2050,"EJ/yr","historical",0.00184023415276015,"IEA ETP RTS"
"5910","FE|Transport|Hydrogen","China",2050,"EJ/yr","historical",0.014587222463423,"IEA ETP RTS"
"5911","FE|Transport|Hydrogen","European Union",2050,"EJ/yr","historical",0.0072369857827006,"IEA ETP RTS"
"5912","FE|Transport|Hydrogen","India",2050,"EJ/yr","historical",0.00524565982348768,"IEA ETP RTS"
"5913","FE|Transport|Hydrogen","Mexico",2050,"EJ/yr","historical",0.00151940448633309,"IEA ETP RTS"
"5914","FE|Transport|Hydrogen","Russia",2050,"EJ/yr","historical",0.000544501650311926,"IEA ETP RTS"
"5915","FE|Transport|Hydrogen","South Africa",2050,"EJ/yr","historical",0.000398545183220873,"IEA ETP RTS"
"5916","FE|Transport|Hydrogen","United States",2050,"EJ/yr","historical",0.0158867291918178,"IEA ETP RTS"
"5917","FE|Transport|Hydrogen","OECD",2055,"EJ/yr","historical",0.0399730208288095,"IEA ETP RTS"
"5918","FE|Transport|Hydrogen","NonOECD",2055,"EJ/yr","historical",0.0511855645160751,"IEA ETP RTS"
"5919","FE|Transport|Hydrogen","China",2060,"EJ/yr","historical",0.020012640993431,"IEA ETP RTS"
"5920","FE|Transport|Hydrogen","European Union",2060,"EJ/yr","historical",0.0138371207341506,"IEA ETP RTS"
"5921","FE|Transport|Hydrogen","China",2055,"EJ/yr","historical",0.017074251509005,"IEA ETP RTS"
"5922","FE|Transport|Hydrogen","European Union",2055,"EJ/yr","historical",0.0102247572384712,"IEA ETP RTS"
"5923","FE|Transport|Hydrogen","India",2055,"EJ/yr","historical",0.00804817521059164,"IEA ETP RTS"
"5924","FE|Transport|Hydrogen","Mexico",2055,"EJ/yr","historical",0.00207839188040391,"IEA ETP RTS"
"5925","FE|Transport|Hydrogen","Russia",2055,"EJ/yr","historical",0.00094296861447418,"IEA ETP RTS"
"5926","FE|Transport|Hydrogen","South Africa",2055,"EJ/yr","historical",0.000576646607222044,"IEA ETP RTS"
"5927","FE|Transport|Hydrogen","United States",2055,"EJ/yr","historical",0.0207712290859959,"IEA ETP RTS"
"5928","FE|Transport|Hydrogen","OECD",2060,"EJ/yr","historical",0.0505907372144851,"IEA ETP RTS"
"5929","FE|Transport|Hydrogen","NonOECD",2060,"EJ/yr","historical",0.0688098289138074,"IEA ETP RTS"
"5930","FE|Transport|Hydrogen","ASEAN",2060,"EJ/yr","historical",0.00999853321826402,"IEA ETP RTS"
"5931","FE|Transport|Hydrogen","Brazil",2060,"EJ/yr","historical",0.00374644856692269,"IEA ETP RTS"
"5932","FE|Transport|Hydrogen","ASEAN",2035,"EJ/yr","historical",0.005684993143534,"IEA ETP 2DS"
"5933","FE|Transport|Hydrogen","Brazil",2035,"EJ/yr","historical",0.00372251821294643,"IEA ETP 2DS"
"5934","FE|Transport|Hydrogen","India",2060,"EJ/yr","historical",0.0111208887059812,"IEA ETP RTS"
"5935","FE|Transport|Hydrogen","Mexico",2060,"EJ/yr","historical",0.0025738538586532,"IEA ETP RTS"
"5936","FE|Transport|Hydrogen","United States",2060,"EJ/yr","historical",0.0251242914616594,"IEA ETP RTS"
"5937","FE|Transport|Hydrogen","China",2035,"EJ/yr","historical",0.045194604567434,"IEA ETP 2DS"
"5938","FE|Transport|Hydrogen","European Union",2035,"EJ/yr","historical",0.0237211595748717,"IEA ETP 2DS"
"5939","FE|Transport|Hydrogen","South Africa",2060,"EJ/yr","historical",0.000773511814600439,"IEA ETP RTS"
"5940","FE|Transport|Hydrogen","Russia",2060,"EJ/yr","historical",0.00142773508593351,"IEA ETP RTS"
"5941","FE|Transport","India",2045,"EJ/yr","historical",8.55095201437066,"IEA ETP B2DS"
"5942","FE|Transport","NonOECD",2014,"EJ/yr","historical",54.9915420556288,"IEA ETP B2DS"
"5943","FE|Transport","ASEAN",2014,"EJ/yr","historical",6.8014619502035,"IEA ETP B2DS"
"5944","FE|Transport","European Union",2045,"EJ/yr","historical",6.89390601396321,"IEA ETP B2DS"
"5945","FE|Transport","European Union",2014,"EJ/yr","historical",15.3759553922276,"IEA ETP B2DS"
"5946","FE|Transport","India",2014,"EJ/yr","historical",4.13165627365743,"IEA ETP B2DS"
"5947","FE|Transport","Brazil",2014,"EJ/yr","historical",4.39298608169309,"IEA ETP B2DS"
"5948","FE|Transport","China",2014,"EJ/yr","historical",15.301509602248,"IEA ETP B2DS"
"5949","FE|Transport","South Africa",2014,"EJ/yr","historical",0.903546358393866,"IEA ETP B2DS"
"5950","FE|Transport","United States",2014,"EJ/yr","historical",27.7273944744896,"IEA ETP B2DS"
"5951","FE|Transport","Mexico",2014,"EJ/yr","historical",2.70846573937236,"IEA ETP B2DS"
"5952","FE|Transport","Russia",2014,"EJ/yr","historical",3.04398454758347,"IEA ETP B2DS"
"5953","FE|Transport","OECD",2014,"EJ/yr","historical",57.5472323982599,"IEA ETP B2DS"
"5954","FE|Transport","Brazil",2025,"EJ/yr","historical",4.34662470741894,"IEA ETP B2DS"
"5955","FE|Transport","China",2025,"EJ/yr","historical",17.3424579023857,"IEA ETP B2DS"
"5956","FE|Transport","European Union",2025,"EJ/yr","historical",12.0937250624203,"IEA ETP B2DS"
"5957","FE|Transport","India",2025,"EJ/yr","historical",6.73732095999699,"IEA ETP B2DS"
"5958","FE|Transport","Mexico",2025,"EJ/yr","historical",2.59742108586209,"IEA ETP B2DS"
"5959","FE|Transport","Russia",2025,"EJ/yr","historical",2.56354905801815,"IEA ETP B2DS"
"5960","FE|Transport","South Africa",2025,"EJ/yr","historical",0.925168985482222,"IEA ETP B2DS"
"5961","FE|Transport","United States",2025,"EJ/yr","historical",21.656535936035,"IEA ETP B2DS"
"5962","FE|Transport","OECD",2030,"EJ/yr","historical",39.0866195393529,"IEA ETP B2DS"
"5963","FE|Transport","NonOECD",2030,"EJ/yr","historical",61.8141318048893,"IEA ETP B2DS"
"5964","FE|Transport","OECD",2025,"EJ/yr","historical",45.7152464384193,"IEA ETP B2DS"
"5965","FE|Transport","NonOECD",2025,"EJ/yr","historical",61.6943012013146,"IEA ETP B2DS"
"5966","FE|Transport","ASEAN",2025,"EJ/yr","historical",8.05412534237936,"IEA ETP B2DS"
"5967","FE|Transport","European Union",2030,"EJ/yr","historical",10.4147575973088,"IEA ETP B2DS"
"5968","FE|Transport","India",2030,"EJ/yr","historical",7.76702586265476,"IEA ETP B2DS"
"5969","FE|Transport","Mexico",2030,"EJ/yr","historical",2.35300396752957,"IEA ETP B2DS"
"5970","FE|Transport","Russia",2030,"EJ/yr","historical",2.23149679617756,"IEA ETP B2DS"
"5971","FE|Transport","South Africa",2030,"EJ/yr","historical",0.886228947411922,"IEA ETP B2DS"
"5972","FE|Transport","United States",2030,"EJ/yr","historical",18.2629182401105,"IEA ETP B2DS"
"5973","FE|Transport","OECD",2035,"EJ/yr","historical",33.3039716127381,"IEA ETP B2DS"
"5974","FE|Transport","NonOECD",2035,"EJ/yr","historical",60.4232631144476,"IEA ETP B2DS"
"5975","FE|Transport","ASEAN",2035,"EJ/yr","historical",8.32387301273076,"IEA ETP B2DS"
"5976","FE|Transport","Brazil",2035,"EJ/yr","historical",3.71826982567538,"IEA ETP B2DS"
"5977","FE|Transport","ASEAN",2030,"EJ/yr","historical",8.39137893634882,"IEA ETP B2DS"
"5978","FE|Transport","Brazil",2030,"EJ/yr","historical",4.02521178870291,"IEA ETP B2DS"
"5979","FE|Transport","China",2030,"EJ/yr","historical",16.7738293190708,"IEA ETP B2DS"
"5980","FE|Transport","Mexico",2035,"EJ/yr","historical",2.17617188101326,"IEA ETP B2DS"
"5981","FE|Transport","Russia",2035,"EJ/yr","historical",2.00679252696839,"IEA ETP B2DS"
"5982","FE|Transport","South Africa",2035,"EJ/yr","historical",0.830434052294829,"IEA ETP B2DS"
"5983","FE|Transport","United States",2035,"EJ/yr","historical",15.1487549638505,"IEA ETP B2DS"
"5984","FE|Transport","OECD",2040,"EJ/yr","historical",29.1002060615199,"IEA ETP B2DS"
"5985","FE|Transport","NonOECD",2040,"EJ/yr","historical",57.9862970724,"IEA ETP B2DS"
"5986","FE|Transport","ASEAN",2040,"EJ/yr","historical",7.51128635988864,"IEA ETP B2DS"
"5987","FE|Transport","Brazil",2040,"EJ/yr","historical",3.37703118285544,"IEA ETP B2DS"
"5988","FE|Transport","China",2040,"EJ/yr","historical",15.7030992383374,"IEA ETP B2DS"
"5989","FE|Transport","European Union",2040,"EJ/yr","historical",7.71735882790116,"IEA ETP B2DS"
"5990","FE|Transport","India",2040,"EJ/yr","historical",8.14277107142774,"IEA ETP B2DS"
"5991","FE|Transport","Mexico",2040,"EJ/yr","historical",1.91630786474222,"IEA ETP B2DS"
"5992","FE|Transport","Russia",2040,"EJ/yr","historical",1.8189855132208,"IEA ETP B2DS"
"5993","FE|Transport","South Africa",2040,"EJ/yr","historical",0.7664225771061,"IEA ETP B2DS"
"5994","FE|Transport","United States",2040,"EJ/yr","historical",13.1837021849737,"IEA ETP B2DS"
"5995","FE|Transport","OECD",2045,"EJ/yr","historical",26.4173668210158,"IEA ETP B2DS"
"5996","FE|Transport","NonOECD",2045,"EJ/yr","historical",57.3743881197357,"IEA ETP B2DS"
"5997","FE|Transport","ASEAN",2045,"EJ/yr","historical",7.52831307259584,"IEA ETP B2DS"
"5998","FE|Transport","Brazil",2045,"EJ/yr","historical",3.08914493787073,"IEA ETP B2DS"
"5999","FE|Transport","China",2045,"EJ/yr","historical",15.5043707763127,"IEA ETP B2DS"
"6000","FE|Transport","OECD",2014,"EJ/yr","historical",57.5472323982599,"IEA ETP 2DS"
"6001","FE|Transport","NonOECD",2014,"EJ/yr","historical",54.9915420556288,"IEA ETP 2DS"
"6002","FE|Transport","Mexico",2045,"EJ/yr","historical",1.74834156394148,"IEA ETP B2DS"
"6003","FE|Transport","Russia",2045,"EJ/yr","historical",1.66532046097313,"IEA ETP B2DS"
"6004","FE|Transport","South Africa",2045,"EJ/yr","historical",0.707454706615183,"IEA ETP B2DS"
"6005","FE|Transport","United States",2045,"EJ/yr","historical",12.032669533207,"IEA ETP B2DS"
"6006","FE|Transport","OECD",2050,"EJ/yr","historical",24.4817634283388,"IEA ETP B2DS"
"6007","FE|Transport","NonOECD",2050,"EJ/yr","historical",57.2425122879731,"IEA ETP B2DS"
"6008","FE|Transport","ASEAN",2050,"EJ/yr","historical",7.60540117032183,"IEA ETP B2DS"
"6009","FE|Transport","Brazil",2050,"EJ/yr","historical",2.87253669662434,"IEA ETP B2DS"
"6010","FE|Transport","China",2050,"EJ/yr","historical",15.2240054674637,"IEA ETP B2DS"
"6011","FE|Transport","European Union",2050,"EJ/yr","historical",6.29806085105746,"IEA ETP B2DS"
"6012","FE|Transport","India",2050,"EJ/yr","historical",9.01554266704979,"IEA ETP B2DS"
"6013","FE|Transport","Mexico",2050,"EJ/yr","historical",1.60731053360486,"IEA ETP B2DS"
"6014","FE|Transport","Russia",2050,"EJ/yr","historical",1.57311121617636,"IEA ETP B2DS"
"6015","FE|Transport","South Africa",2050,"EJ/yr","historical",0.681476575830062,"IEA ETP B2DS"
"6016","FE|Transport","United States",2050,"EJ/yr","historical",11.1888825017524,"IEA ETP B2DS"
"6017","FE|Transport","China",2035,"EJ/yr","historical",15.8180986095819,"IEA ETP B2DS"
"6018","FE|Transport","European Union",2035,"EJ/yr","historical",8.9229504573842,"IEA ETP B2DS"
"6019","FE|Transport","India",2035,"EJ/yr","historical",8.34093472715052,"IEA ETP B2DS"
"6020","FE|Transport","Brazil",2055,"EJ/yr","historical",2.75126899440683,"IEA ETP B2DS"
"6021","FE|Transport","China",2055,"EJ/yr","historical",15.1200172762852,"IEA ETP B2DS"
"6022","FE|Transport","European Union",2055,"EJ/yr","historical",5.95513532654518,"IEA ETP B2DS"
"6023","FE|Transport","India",2055,"EJ/yr","historical",9.24779304401327,"IEA ETP B2DS"
"6024","FE|Transport","Mexico",2055,"EJ/yr","historical",1.5538815380215,"IEA ETP B2DS"
"6025","FE|Transport","Russia",2055,"EJ/yr","historical",1.50739360202619,"IEA ETP B2DS"
"6026","FE|Transport","South Africa",2055,"EJ/yr","historical",0.668441181143002,"IEA ETP B2DS"
"6027","FE|Transport","United States",2055,"EJ/yr","historical",10.775956246971,"IEA ETP B2DS"
"6028","FE|Transport","OECD",2060,"EJ/yr","historical",23.147516530118,"IEA ETP B2DS"
"6029","FE|Transport","NonOECD",2060,"EJ/yr","historical",58.2372108958931,"IEA ETP B2DS"
"6030","FE|Transport","ASEAN",2060,"EJ/yr","historical",7.83176262292034,"IEA ETP B2DS"
"6031","FE|Transport","Brazil",2060,"EJ/yr","historical",2.67953683134372,"IEA ETP B2DS"
"6032","FE|Transport","China",2060,"EJ/yr","historical",15.2633489550305,"IEA ETP B2DS"
"6033","FE|Transport","European Union",2060,"EJ/yr","historical",5.85413031799375,"IEA ETP B2DS"
"6034","FE|Transport","India",2060,"EJ/yr","historical",9.51885901004546,"IEA ETP B2DS"
"6035","FE|Transport","Mexico",2060,"EJ/yr","historical",1.50564692962976,"IEA ETP B2DS"
"6036","FE|Transport","Russia",2060,"EJ/yr","historical",1.47081444009589,"IEA ETP B2DS"
"6037","FE|Transport","South Africa",2060,"EJ/yr","historical",0.673166324795066,"IEA ETP B2DS"
"6038","FE|Transport","United States",2060,"EJ/yr","historical",10.7241561411535,"IEA ETP B2DS"
"6039","FE|Transport","India",2035,"EJ/yr","historical",9.79286454427002,"IEA ETP 2DS"
"6040","FE|Transport","Mexico",2035,"EJ/yr","historical",2.53210416601654,"IEA ETP 2DS"
"6041","FE|Transport","Russia",2035,"EJ/yr","historical",2.28735582460184,"IEA ETP 2DS"
"6042","FE|Transport","South Africa",2035,"EJ/yr","historical",0.971749986790783,"IEA ETP 2DS"
"6043","FE|Transport","United States",2035,"EJ/yr","historical",17.8790321179398,"IEA ETP 2DS"
"6044","FE|Transport","OECD",2040,"EJ/yr","historical",35.2143788631119,"IEA ETP 2DS"
"6045","FE|Transport","NonOECD",2040,"EJ/yr","historical",71.3445480629101,"IEA ETP 2DS"
"6046","FE|Transport","ASEAN",2040,"EJ/yr","historical",9.68842385721957,"IEA ETP 2DS"
"6047","FE|Transport","Brazil",2040,"EJ/yr","historical",4.17062215706082,"IEA ETP 2DS"
"6048","FE|Transport","China",2040,"EJ/yr","historical",18.5574984927021,"IEA ETP 2DS"
"6049","FE|Transport","European Union",2040,"EJ/yr","historical",9.36123436451098,"IEA ETP 2DS"
"6050","FE|Transport","India",2040,"EJ/yr","historical",10.3884460865515,"IEA ETP 2DS"
"6051","FE|Transport","Mexico",2040,"EJ/yr","historical",2.31766757154605,"IEA ETP 2DS"
"6052","FE|Transport","Russia",2040,"EJ/yr","historical",2.14822460313313,"IEA ETP 2DS"
"6053","FE|Transport","South Africa",2040,"EJ/yr","historical",0.944850488288264,"IEA ETP 2DS"
"6054","FE|Transport","United States",2040,"EJ/yr","historical",16.1869041008417,"IEA ETP 2DS"
"6055","FE|Transport","OECD",2045,"EJ/yr","historical",32.6717609240406,"IEA ETP 2DS"
"6056","FE|Transport","NonOECD",2045,"EJ/yr","historical",71.4658348761923,"IEA ETP 2DS"
"6057","FE|Transport","OECD",2055,"EJ/yr","historical",23.4127566638293,"IEA ETP B2DS"
"6058","FE|Transport","NonOECD",2055,"EJ/yr","historical",57.2265161302953,"IEA ETP B2DS"
"6059","FE|Transport","ASEAN",2055,"EJ/yr","historical",7.57574799857555,"IEA ETP B2DS"
"6060","FE|Transport","European Union",2045,"EJ/yr","historical",8.63375884653166,"IEA ETP 2DS"
"6061","FE|Transport","India",2045,"EJ/yr","historical",10.9569619463213,"IEA ETP 2DS"
"6062","FE|Transport","Mexico",2045,"EJ/yr","historical",2.15753366501115,"IEA ETP 2DS"
"6063","FE|Transport","Russia",2045,"EJ/yr","historical",1.99983547885921,"IEA ETP 2DS"
"6064","FE|Transport","South Africa",2045,"EJ/yr","historical",0.897574031369477,"IEA ETP 2DS"
"6065","FE|Transport","United States",2045,"EJ/yr","historical",15.0043849977545,"IEA ETP 2DS"
"6066","FE|Transport","OECD",2050,"EJ/yr","historical",30.8165312921914,"IEA ETP 2DS"
"6067","FE|Transport","NonOECD",2050,"EJ/yr","historical",71.1974977065785,"IEA ETP 2DS"
"6068","FE|Transport","ASEAN",2050,"EJ/yr","historical",9.48563389629628,"IEA ETP 2DS"
"6069","FE|Transport","Brazil",2050,"EJ/yr","historical",3.6643730114446,"IEA ETP 2DS"
"6070","FE|Transport","China",2050,"EJ/yr","historical",18.165374206223,"IEA ETP 2DS"
"6071","FE|Transport","European Union",2050,"EJ/yr","historical",8.053060669442,"IEA ETP 2DS"
"6072","FE|Transport","India",2050,"EJ/yr","historical",11.3870213532255,"IEA ETP 2DS"
"6073","FE|Transport","Mexico",2050,"EJ/yr","historical",2.01286322901009,"IEA ETP 2DS"
"6074","FE|Transport","Russia",2050,"EJ/yr","historical",1.90985741448099,"IEA ETP 2DS"
"6075","FE|Transport","South Africa",2050,"EJ/yr","historical",0.869228651152023,"IEA ETP 2DS"
"6076","FE|Transport","United States",2050,"EJ/yr","historical",14.1459677116474,"IEA ETP 2DS"
"6077","FE|Transport","OECD",2055,"EJ/yr","historical",29.6643667703258,"IEA ETP 2DS"
"6078","FE|Transport","NonOECD",2055,"EJ/yr","historical",71.759424101421,"IEA ETP 2DS"
"6079","FE|Transport","ASEAN",2055,"EJ/yr","historical",9.55429186293819,"IEA ETP 2DS"
"6080","FE|Transport","Brazil",2055,"EJ/yr","historical",3.54929340003115,"IEA ETP 2DS"
"6081","FE|Transport","China",2055,"EJ/yr","historical",18.1329197663826,"IEA ETP 2DS"
"6082","FE|Transport","European Union",2055,"EJ/yr","historical",7.63805835137741,"IEA ETP 2DS"
"6083","FE|Transport","India",2055,"EJ/yr","historical",11.691041098917,"IEA ETP 2DS"
"6084","FE|Transport","Mexico",2055,"EJ/yr","historical",1.97530651743177,"IEA ETP 2DS"
"6085","FE|Transport","Russia",2055,"EJ/yr","historical",1.8596917164023,"IEA ETP 2DS"
"6086","FE|Transport","South Africa",2055,"EJ/yr","historical",0.849649032885829,"IEA ETP 2DS"
"6087","FE|Transport","United States",2055,"EJ/yr","historical",13.6778799812833,"IEA ETP 2DS"
"6088","FE|Transport","OECD",2060,"EJ/yr","historical",28.8955340891521,"IEA ETP 2DS"
"6089","FE|Transport","NonOECD",2060,"EJ/yr","historical",72.3838045603419,"IEA ETP 2DS"
"6090","FE|Transport","ASEAN",2060,"EJ/yr","historical",9.77861008271617,"IEA ETP 2DS"
"6091","FE|Transport","Brazil",2060,"EJ/yr","historical",3.44684806469009,"IEA ETP 2DS"
"6092","FE|Transport","China",2060,"EJ/yr","historical",18.1320891445276,"IEA ETP 2DS"
"6093","FE|Transport","European Union",2060,"EJ/yr","historical",7.36919500126882,"IEA ETP 2DS"
"6094","FE|Transport","India",2060,"EJ/yr","historical",11.8643383065193,"IEA ETP 2DS"
"6095","FE|Transport","Mexico",2060,"EJ/yr","historical",1.92552681954686,"IEA ETP 2DS"
"6096","FE|Transport","Russia",2060,"EJ/yr","historical",1.81738237256982,"IEA ETP 2DS"
"6097","FE|Transport","South Africa",2060,"EJ/yr","historical",0.841341326706644,"IEA ETP 2DS"
"6098","FE|Transport","United States",2060,"EJ/yr","historical",13.3613948594265,"IEA ETP 2DS"
"6099","FE|Transport","India",2035,"EJ/yr","historical",12.7473169093324,"IEA ETP RTS"
"6100","FE|Transport","Mexico",2035,"EJ/yr","historical",3.24396967804696,"IEA ETP RTS"
"6101","FE|Transport","Russia",2035,"EJ/yr","historical",3.20249503005889,"IEA ETP RTS"
"6102","FE|Transport","South Africa",2035,"EJ/yr","historical",1.24955272229525,"IEA ETP RTS"
"6103","FE|Transport","United States",2035,"EJ/yr","historical",23.4103319698258,"IEA ETP RTS"
"6104","FE|Transport","OECD",2040,"EJ/yr","historical",48.8805100230946,"IEA ETP RTS"
"6105","FE|Transport","NonOECD",2040,"EJ/yr","historical",101.473705514033,"IEA ETP RTS"
"6106","FE|Transport","ASEAN",2040,"EJ/yr","historical",13.916304420845,"IEA ETP RTS"
"6107","FE|Transport","Brazil",2040,"EJ/yr","historical",5.81300574343224,"IEA ETP RTS"
"6108","FE|Transport","China",2040,"EJ/yr","historical",26.8140782190465,"IEA ETP RTS"
"6109","FE|Transport","European Union",2040,"EJ/yr","historical",12.6598807287977,"IEA ETP RTS"
"6110","FE|Transport","India",2040,"EJ/yr","historical",15.1328342337917,"IEA ETP RTS"
"6111","FE|Transport","Mexico",2040,"EJ/yr","historical",3.23582316574682,"IEA ETP RTS"
"6112","FE|Transport","Russia",2040,"EJ/yr","historical",3.21271956758795,"IEA ETP RTS"
"6113","FE|Transport","South Africa",2040,"EJ/yr","historical",1.33219966989862,"IEA ETP RTS"
"6114","FE|Transport","United States",2040,"EJ/yr","historical",22.5710135934459,"IEA ETP RTS"
"6115","FE|Transport","OECD",2045,"EJ/yr","historical",47.7990508213682,"IEA ETP RTS"
"6116","FE|Transport","NonOECD",2045,"EJ/yr","historical",108.476694926868,"IEA ETP RTS"
"6117","FE|Transport","ASEAN",2045,"EJ/yr","historical",15.0753327248181,"IEA ETP RTS"
"6118","FE|Transport","Brazil",2045,"EJ/yr","historical",5.94834239428286,"IEA ETP RTS"
"6119","FE|Transport","China",2045,"EJ/yr","historical",26.9991156444701,"IEA ETP RTS"
"6120","FE|Transport","European Union",2045,"EJ/yr","historical",12.251882461404,"IEA ETP RTS"
"6121","FE|Transport","India",2045,"EJ/yr","historical",17.4183440376567,"IEA ETP RTS"
"6122","FE|Transport","Mexico",2045,"EJ/yr","historical",3.23673481402937,"IEA ETP RTS"
"6123","FE|Transport","ASEAN",2014,"EJ/yr","historical",6.8014619502035,"IEA ETP 2DS"
"6124","FE|Transport","Brazil",2014,"EJ/yr","historical",4.39298608169309,"IEA ETP 2DS"
"6125","FE|Transport","China",2014,"EJ/yr","historical",15.301509602248,"IEA ETP 2DS"
"6126","FE|Transport","European Union",2014,"EJ/yr","historical",15.3759553922276,"IEA ETP 2DS"
"6127","FE|Transport","India",2014,"EJ/yr","historical",4.13165627365743,"IEA ETP 2DS"
"6128","FE|Transport","Mexico",2014,"EJ/yr","historical",2.70846573937236,"IEA ETP 2DS"
"6129","FE|Transport","Russia",2014,"EJ/yr","historical",3.04398454758347,"IEA ETP 2DS"
"6130","FE|Transport","South Africa",2014,"EJ/yr","historical",0.903546358393866,"IEA ETP 2DS"
"6131","FE|Transport","United States",2014,"EJ/yr","historical",27.7273944744896,"IEA ETP 2DS"
"6132","FE|Transport","OECD",2025,"EJ/yr","historical",47.5779381809121,"IEA ETP 2DS"
"6133","FE|Transport","NonOECD",2025,"EJ/yr","historical",65.5421173822157,"IEA ETP 2DS"
"6134","FE|Transport","ASEAN",2025,"EJ/yr","historical",8.54762433305891,"IEA ETP 2DS"
"6135","FE|Transport","Brazil",2025,"EJ/yr","historical",4.54649940394457,"IEA ETP 2DS"
"6136","FE|Transport","China",2025,"EJ/yr","historical",18.460349276006,"IEA ETP 2DS"
"6137","FE|Transport","European Union",2025,"EJ/yr","historical",12.5715226514543,"IEA ETP 2DS"
"6138","FE|Transport","India",2025,"EJ/yr","historical",7.25798629924516,"IEA ETP 2DS"
"6139","FE|Transport","Mexico",2025,"EJ/yr","historical",2.72538032807687,"IEA ETP 2DS"
"6140","FE|Transport","Russia",2025,"EJ/yr","historical",2.70401770325718,"IEA ETP 2DS"
"6141","FE|Transport","South Africa",2025,"EJ/yr","historical",0.969244816622299,"IEA ETP 2DS"
"6142","FE|Transport","United States",2025,"EJ/yr","historical",22.5916470318428,"IEA ETP 2DS"
"6143","FE|Transport","OECD",2030,"EJ/yr","historical",42.9172613287782,"IEA ETP 2DS"
"6144","FE|Transport","NonOECD",2030,"EJ/yr","historical",68.8595172308727,"IEA ETP 2DS"
"6145","FE|Transport","ASEAN",2030,"EJ/yr","historical",9.2904646076087,"IEA ETP 2DS"
"6146","FE|Transport","Brazil",2030,"EJ/yr","historical",4.42594634937944,"IEA ETP 2DS"
"6147","FE|Transport","China",2030,"EJ/yr","historical",18.8672848884672,"IEA ETP 2DS"
"6148","FE|Transport","European Union",2030,"EJ/yr","historical",11.3810484388759,"IEA ETP 2DS"
"6149","FE|Transport","India",2030,"EJ/yr","historical",8.66585730894334,"IEA ETP 2DS"
"6150","FE|Transport","Mexico",2030,"EJ/yr","historical",2.59873777807773,"IEA ETP 2DS"
"6151","FE|Transport","Russia",2030,"EJ/yr","historical",2.45994748038643,"IEA ETP 2DS"
"6152","FE|Transport","South Africa",2030,"EJ/yr","historical",0.978140809644649,"IEA ETP 2DS"
"6153","FE|Transport","United States",2030,"EJ/yr","historical",20.2325349476279,"IEA ETP 2DS"
"6154","FE|Transport","OECD",2035,"EJ/yr","historical",38.658104212364,"IEA ETP 2DS"
"6155","FE|Transport","NonOECD",2035,"EJ/yr","historical",70.7357103609387,"IEA ETP 2DS"
"6156","FE|Transport","ASEAN",2035,"EJ/yr","historical",9.74995505419322,"IEA ETP 2DS"
"6157","FE|Transport","Brazil",2035,"EJ/yr","historical",4.32553025451976,"IEA ETP 2DS"
"6158","FE|Transport","China",2035,"EJ/yr","historical",18.6192871645359,"IEA ETP 2DS"
"6159","FE|Transport","European Union",2035,"EJ/yr","historical",10.2962940307414,"IEA ETP 2DS"
"6160","FE|Transport","Russia",2025,"EJ/yr","historical",2.94990969588795,"IEA ETP RTS"
"6161","FE|Transport","South Africa",2025,"EJ/yr","historical",1.06385750595211,"IEA ETP RTS"
